Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,139.660004,139.860001,136.350006,137.820007,128.741623,8330900
2021-01-05,137.990005,138.919998,136.270004,138.699997,129.563660,6856400
2021-01-06,138.770004,141.039993,138.600006,140.160004,130.927505,10578000
2021-01-07,139.750000,140.130005,138.039993,138.850006,129.703796,7355400
2021-01-08,138.470001,139.059998,137.000000,138.789993,129.647720,7448500
2021-01-11,138.750000,139.440002,137.600006,137.850006,128.769684,7239900
2021-01-12,137.850006,138.250000,136.240005,137.050003,128.022369,6333500
2021-01-13,137.100006,138.070007,137.100006,137.259995,128.218506,6078800
2021-01-14,137.429993,137.649994,135.279999,135.800003,126.854675,6172800
2021-01-15,135.250000,136.199997,134.660004,134.779999,125.901871,7757600
2021-01-19,135.699997,136.360001,133.559998,133.600006,124.799629,9184900
2021-01-20,132.529999,133.800003,131.259995,131.929993,123.239616,12506600
2021-01-21,130.649994,131.990005,130.509995,131.009995,123.118393,8761600
2021-01-22,131.020004,131.470001,129.990005,130.000000,122.169228,7202800
2021-01-25,129.949997,133.000000,129.899994,132.240005,124.274284,9640000
2021-01-26,132.250000,133.470001,131.429993,133.089996,125.073097,5996700
2021-01-27,132.389999,133.100006,127.699997,128.380005,120.646828,10826700
2021-01-28,127.839996,131.649994,127.440002,130.360001,122.507561,8242000
2021-01-29,130.190002,130.289993,128.070007,128.210007,120.487061,8344100
2021-02-01,129.000000,129.660004,128.199997,128.970001,121.201279,6534200
2021-02-02,129.600006,130.720001,128.690002,128.789993,121.032112,6825600
2021-02-03,128.949997,129.199997,127.750000,128.949997,121.182472,7309400
2021-02-04,129.380005,129.460007,128.580002,129.029999,121.257652,6613700
2021-02-05,129.119995,130.100006,129.029999,129.570007,121.765144,5063700
2021-02-08,129.929993,130.100006,128.110001,129.169998,121.389236,7011200
2021-02-09,129.460007,129.940002,128.229996,128.669998,120.919357,5917800
2021-02-10,128.750000,129.160004,127.959999,128.220001,120.496452,8594100
2021-02-11,128.539993,129.330002,128.210007,128.330002,120.599823,6139200
2021-02-12,128.000000,128.130005,126.580002,127.620003,119.932610,8407300
2021-02-16,127.970001,128.169998,126.989998,127.919998,120.214523,8246000
