Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,730.599976,730.599976,702.039978,710.820007,667.984558,623600
2021-01-05,708.809998,717.210022,705.260010,714.580017,671.517944,431400
2021-01-06,718.760010,744.789978,716.099976,734.960022,690.669800,730700
2021-01-07,748.340027,753.270020,743.010010,750.419983,705.198059,656000
2021-01-08,757.150024,759.369995,747.419983,756.450012,710.864746,622900
2021-01-11,752.820007,770.400024,750.510010,766.679993,720.478149,614400
2021-01-12,763.510010,779.309998,763.500000,777.739990,730.871765,675900
2021-01-13,778.700012,788.000000,776.609985,779.750000,732.760681,848600
2021-01-14,750.000000,765.859985,739.059998,743.500000,698.695129,1642900
2021-01-15,742.179993,754.440002,724.000000,727.760010,683.903687,1174500
2021-01-19,737.719971,744.419983,729.020020,733.650024,689.438721,852400
2021-01-20,738.710022,742.419983,729.150024,741.539978,696.853271,747600
2021-01-21,744.710022,745.770020,737.000000,742.200012,697.473450,639600
2021-01-22,739.900024,743.729980,730.820007,735.049988,690.754333,565700
2021-01-25,730.820007,735.770020,713.630005,722.979980,679.411682,806400
2021-01-26,726.989990,733.900024,720.039978,721.849976,678.349731,827900
2021-01-27,713.200012,713.989990,685.690002,697.789978,655.739624,1104400
2021-01-28,701.500000,731.020020,699.429993,719.909973,676.526733,822400
2021-01-29,715.359985,717.080017,698.619995,701.260010,659.000610,801100
2021-02-01,708.000000,713.950012,701.270020,713.169983,670.192749,483100
2021-02-02,719.369995,733.320007,719.369995,729.500000,685.538757,879300
2021-02-03,720.000000,727.440002,716.549988,724.080017,680.445496,685300
2021-02-04,724.299988,737.659973,724.299988,732.450012,688.310974,636400
2021-02-05,734.190002,737.479980,725.119995,726.330017,682.559875,474900
2021-02-08,730.679993,731.739990,720.650024,726.450012,682.672607,532900
2021-02-09,727.750000,731.309998,719.349976,728.799988,684.880981,451000
2021-02-10,732.409973,732.969971,721.000000,723.169983,679.590210,663100
2021-02-11,729.619995,729.710022,716.869995,721.429993,677.955078,803900
2021-02-12,715.349976,731.500000,712.690002,722.979980,679.411682,862800
2021-02-16,728.669983,737.719971,726.919983,730.309998,686.299988,571400
2021-02-17,725.979980,728.700012,718.469971,721.390015,677.917542,567100
2021-02-18,716.429993,717.119995,696.479980,703.530029,661.133850,1078700
2021-02-19,707.419983,716.580017,706.500000,710.109985,667.317322,804200
2021-02-22,705.380005,705.979980,697.270020,703.140015,660.767395,829900
2021-02-23,700.510010,705.669983,688.309998,703.159973,660.786072,926300
2021-02-24,704.500000,713.229980,700.390015,712.099976,669.187317,583200
2021-02-25,714.229980,714.500000,692.150024,694.789978,652.920532,591000
2021-02-26,697.789978,701.020020,689.280029,694.500000,652.648010,768500
2021-03-01,706.820007,721.969971,705.210022,719.200012,675.859558,652800
2021-03-02,719.729980,723.599976,713.609985,716.309998,673.143616,455100
2021-03-03,718.539978,721.380005,701.299988,701.489990,659.216797,703000
2021-03-04,693.400024,698.859985,676.419983,683.210022,645.840698,915400
2021-03-05,691.900024,704.030029,670.280029,702.280029,663.867554,698500
2021-03-08,699.559998,712.169983,696.840027,698.960022,660.729187,649800
2021-03-09,707.979980,725.239990,703.900024,722.000000,682.509033,959700
2021-03-10,726.690002,733.590027,724.200012,728.500000,688.653442,823300
2021-03-11,732.479980,733.690002,719.330017,722.119995,682.622375,751600
2021-03-12,719.280029,722.619995,712.500000,716.190002,677.016785,528700
2021-03-15,720.710022,720.710022,707.270020,719.010010,679.682617,526800
2021-03-16,721.940002,727.390015,715.760010,723.070007,683.520569,562200
2021-03-17,721.349976,730.400024,719.909973,728.219971,688.388794,463600
2021-03-18,728.989990,739.950012,722.460022,723.729980,684.144409,640100
2021-03-19,720.260010,740.650024,713.510010,729.640015,689.731140,1452200
2021-03-22,729.640015,736.190002,725.570007,730.919983,690.941223,524700
2021-03-23,729.780029,729.780029,714.169983,716.570007,677.376099,556700
2021-03-24,721.099976,731.200012,721.099976,722.750000,683.217957,544700
2021-03-25,723.549988,728.679993,712.270020,727.500000,687.708130,462800
2021-03-26,731.320007,758.219971,731.320007,756.900024,715.500122,803700
2021-03-29,746.580017,761.849976,744.929993,757.859985,716.407593,581700
2021-03-30,755.059998,763.419983,746.960022,749.260010,708.278015,598800
2021-03-31,749.969971,762.250000,748.849976,753.960022,712.720825,638100
2021-04-01,759.780029,767.190002,757.599976,766.830017,724.886841,549200
2021-04-05,772.450012,787.760010,771.830017,784.020020,741.136719,593500
2021-04-06,786.479980,786.479980,778.729980,781.710022,738.953064,492300
2021-04-07,783.320007,790.219971,781.000000,788.000000,744.899048,477100
2021-04-08,791.000000,802.010010,789.090027,800.599976,756.809814,558500
2021-04-09,802.679993,810.619995,799.590027,808.349976,764.135925,484200
2021-04-12,804.609985,809.669983,801.510010,807.979980,763.786194,482800
2021-04-13,804.700012,806.630005,799.530029,802.489990,758.596375,376200
2021-04-14,799.530029,811.380005,798.140015,801.070007,757.254150,552900
2021-04-15,812.190002,827.849976,810.000000,817.840027,773.106934,766900
2021-04-16,823.820007,825.520020,805.520020,811.450012,767.066406,774600
2021-04-19,811.059998,815.500000,806.429993,811.090027,766.726135,491100
2021-04-20,807.260010,813.450012,800.840027,804.960022,760.931335,525200
2021-04-21,802.960022,812.390015,799.590027,811.530029,767.142090,388500
2021-04-22,811.010010,811.010010,793.530029,795.320007,751.818604,520000
2021-04-23,798.429993,816.909973,795.890015,813.169983,768.692322,489800
2021-04-26,814.520020,822.280029,814.020020,818.320007,773.560669,478200
2021-04-27,817.700012,822.690002,812.679993,820.510010,775.630798,328200
